Perunit,Municipal,Coast,StationCode,Description,SampleDate,SampleTime,DeliveryDate,AnalyseDate,Intenterococci,Ecoli,Tar,Glass,Plastic,Caoutchouc,Garbage,Wave,Airdirection,Rainfail,Yestrainfail
ΧΑΝΙΩΝ,Κισσάμου,Σφηνάρι Κισσάμου,GRBW139322071101, 180 μ. από το νοτιοδυτικό άκρο της ακτής,25/6/2018,11:05:00 πμ,25/6/2018,26/6/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ελαφρά Κυματώδης,Β,ΌΧΙ,ΌΧΙ
ΧΑΝΙΩΝ,Καντάνου_Σέλινου,Βουλισμένη_Καντάνου Σέλινου,GRBW139321064101, Μέσον ακτής,25/6/2018,12:11:00 μμ,25/6/2018,26/6/2018,5,56,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Β,ΌΧΙ,ΌΧΙ
ΧΑΝΙΩΝ,Κισσάμου,Ελαφονήσι Κισσάμου,GRBW139322072101, Νοτιοανατολικό άκρο ακτής,25/6/2018,12:13:00 μμ,25/6/2018,26/6/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Β,ΌΧΙ,ΌΧΙ
ΧΑΝΙΩΝ,Καντάνου_Σέλινου,Χαλίκια Καντάνου Σέλινου,GRBW139321063101, 450 μ. από το νοτιοδυτικό άκρο της ακτής,25/6/2018,1:26:00 μμ,25/6/2018,26/6/2018,8,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Β,ΌΧΙ,ΌΧΙ
ΧΑΝΙΩΝ,Καντάνου_Σέλινου,Παχειά_Άμμος Καντάνου Σέλινου,GRBW139321062101, 430 μ. από το νότιο άκρο της ακτής,25/6/2018,1:35:00 μμ,25/6/2018,26/6/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Β,ΌΧΙ,ΌΧΙ
ΧΑΝΙΩΝ,Καντάνου_Σέλινου,Γραμμένο_Καντάνου Σέλινου,GRBW139321065101, 200 μ. από το νοτιοδυτικό άκρο της ακτής,25/6/2018,1:48:00 μμ,25/6/2018,26/6/2018,6,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Β,ΌΧΙ,ΌΧΙ
ΧΑΝΙΩΝ,Καντάνου_Σέλινου,Σούγια_Καντάνου Σέλινου,GRBW139321061101, 470 μ. από το δυτικό άκρο της ακτής,25/6/2018,2:44:00 μμ,25/6/2018,26/6/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Β,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Ιεράπετρας,Παχειά_Άμμος Ιεράπετρας,GRBW139311057101, 90 μ. από το βορειοδυτικό άκρο της ακτής,26/6/2018,8:42:00 πμ,26/6/2018,27/6/2018,8,0,ΟΧΙ,ΟΧΙ,ΝΑΙ,ΟΧΙ,ΝΑΙ,Ήρεμη,Δ,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Ιεράπετρας,Ιεράπετρα Δημοτική Πλαζ Ιεράπετρας,GRBW139311047101, 100 μ. από το βορειοανατολικό άκρο της ακτής,26/6/2018,9:04:00 πμ,26/6/2018,27/6/2018,18,50,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Δ,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Ιεράπετρας,Ιεράπετρα_3 Ιεράπετρας,GRBW139311056101, Δυτικό άκρο ακτής,26/6/2018,9:20:00 πμ,26/6/2018,27/6/2018,46,16,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Δ,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Ιεράπετρας,Ιεράπετρα Ιεράπετρας,GRBW139311052101, 740 μ. από το βορειοδυτικό άκρο της ακτής.,26/6/2018,9:27:00 πμ,26/6/2018,27/6/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Δ,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Ιεράπετρας,Καθαράδες Ιεράπετρας,GRBW139311045101, Μέσον ακτής,26/6/2018,9:41:00 πμ,26/6/2018,27/6/2018,10,38,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Δ,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Ιεράπετρας,Άγιος_Ιωάννης Ιεράπετρας,GRBW139311046101, 480 μ. από το ανατολικό άκρο της ακτής,26/6/2018,9:59:00 πμ,26/6/2018,27/6/2018,5,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Δ,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Ιεράπετρας,Κουτσουνάρι Ιεράπετρας,GRBW139311060101, Μέσον ακτής,26/6/2018,10:12:00 πμ,26/6/2018,27/6/2018,2,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Δ,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Ιεράπετρας,Φέρμα_Ιεράπετρας,GRBW139311051101, 50 μ. από το δυτικό άκρο της ακτής,26/6/2018,10:25:00 πμ,26/6/2018,27/6/2018,4,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Δ,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Ιεράπετρας,Αγιά_Φωτιά Ιεράπετρας,GRBW139311055101, Μέσον ακτής,26/6/2018,10:40:00 πμ,26/6/2018,27/6/2018,6,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Δ,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Ιεράπετρας,Αχλιά_Σχινοκαψάλων Ιεράπετρας,GRBW139311050101, Μέσον ακτής,26/6/2018,10:50:00 πμ,26/6/2018,27/6/2018,5,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Δ,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Ιεράπετρας,Άγιος_Παντελεήμων Ιεράπετρας,GRBW139310029101, 40 μ. από το βορειοδυτικό άκρο της ακτής,26/6/2018,11:01:00 πμ,26/6/2018,27/6/2018,8,15,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Δ,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Ιεράπετρας,Κοινοτική_Πλαζ Μακρυγιαλού Ιεράπετρας,GRBW139311054101, 150 μ. από το βορειοανατολικό άκρο της ακτής,26/6/2018,11:19:00 πμ,26/6/2018,27/6/2018,40,70,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Δ,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Ιεράπετρας,Ανάληψη_Ιεράπετρας,GRBW139311053101, Μέσον ακτής,26/6/2018,11:24:00 πμ,26/6/2018,27/6/2018,4,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Δ,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Ιεράπετρας,Λαγκούφα_Ιεράπετρας,GRBW139311048101, Μέσον ακτής,26/6/2018,11:34:00 πμ,26/6/2018,27/6/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Δ,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Ιεράπετρας,Διασκάρι_Ιεράπετρας,GRBW139311058101, 80 μ. από το βορειοδυτικό άκρο της ακτής,26/6/2018,11:58:00 πμ,26/6/2018,27/6/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Δ,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Σητείας,Λιμανάκι_Γούδουρα Σητείας,GRBW139313096101, 140 μ. από το νοτιοανατολικό άκρο της ακτής,26/6/2018,12:21:00 μμ,26/6/2018,27/6/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Δ,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Ιεράπετρας,Μύρτος_Ιεράπετρας,GRBW139311049101, Μέσον ακτής,26/6/2018,2:04:00 μμ,26/6/2018,27/6/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ελαφρά Κυματώδης,Δ,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Ιεράπετρας,Χρυσή_–_Γαϊδουρονήσι Ιεράπετρας,GRBW139311059101, 340 μ. από το δυτικό άκρο της ακτής,26/6/2018,4:08:00 μμ,26/6/2018,27/6/2018,15,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Δ,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Ιεράπετρας,Καλαμοκανιάς Ιεράπετρας,GRBW139311161101, Μέσον ακτής,26/6/2018,11:13:00 πμ,26/6/2018,27/6/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Δ,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Ιεράπετρας,Γρα_Λυγιά Ιεράπετρας,GRBW139311159101, Μέσον ακτής - 300μ. Δυτικά από τον μόλο,26/6/2018,1:42:00 μμ,26/6/2018,27/6/2018,2,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΝΑΙ,Ελαφρά Κυματώδης,Δ,ΌΧΙ,ΌΧΙ
ΗΡΑΚΛΕΙΟΥ,Βιάννου,Ψαρή_Φοράδα Βιάννου,GRBW139303164101, Μέσον ακτής,26/6/2018,2:32:00 μμ,26/6/2018,27/6/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ελαφρά Κυματώδης,Δ,ΌΧΙ,ΌΧΙ
ΗΡΑΚΛΕΙΟΥ,Βιάννου,Άρβη_Βιάννου,GRBW139303165101, 70μ. δυτικά από το μόλο,26/6/2018,2:54:00 μμ,26/6/2018,27/6/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ελαφρά Κυματώδης,Δ,ΌΧΙ,ΌΧΙ
ΧΑΝΙΩΝ,Χανίων,Βλήτες_Χανίων,GRBW139325120101, Μέσον ακτής,26/6/2018,9:05:00 πμ,26/6/2018,27/6/2018,6,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Β,ΌΧΙ,ΌΧΙ
ΧΑΝΙΩΝ,Χανίων,Λουτράκι_(Ακρωτήρι) Χανίων,GRBW139325125101, Μέσον ακτής,26/6/2018,9:31:00 πμ,26/6/2018,27/6/2018,4,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Β,ΌΧΙ,ΌΧΙ
ΧΑΝΙΩΝ,Χανίων,Μαράθι_Χανίων,GRBW139325115101, 60 μ. από το ανατολικό άκρο της ακτής,26/6/2018,9:38:00 πμ,26/6/2018,27/6/2018,12,4,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Β,ΌΧΙ,ΌΧΙ
ΧΑΝΙΩΝ,Χανίων,Άγιος_Ονούφριος_Χανίων,GRBW139325111101, 30 μ. από το νότιο άκρο της ακτής,26/6/2018,10:07:00 πμ,26/6/2018,27/6/2018,0,2,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Β,ΌΧΙ,ΌΧΙ
ΧΑΝΙΩΝ,Χανίων,Καλαθάς_Χανίων,GRBW139325113101, Μέσον ακτής,26/6/2018,10:21:00 πμ,26/6/2018,27/6/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Β,ΌΧΙ,ΌΧΙ
ΧΑΝΙΩΝ,Χανίων,Σταυρός_Χανίων,GRBW139325114101, 200 μ. από το βόρειο άκρο της ακτής,26/6/2018,10:39:00 πμ,26/6/2018,27/6/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Β,ΌΧΙ,ΌΧΙ
ΧΑΝΙΩΝ,Χανίων,Κουμ_Καπί_Χανίων,GRBW139325117101, 100 μ. από το ανατολικό άκρο της ακτής,26/6/2018,11:32:00 πμ,26/6/2018,27/6/2018,2,8,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ελαφρά Κυματώδης,Β,ΌΧΙ,ΌΧΙ
ΧΑΝΙΩΝ,Χανίων,Νέα_Χώρα_Χανίων,GRBW139325112101, 200 μ. από το βορειοανατολικό άκρο της ακτής,26/6/2018,11:42:00 πμ,26/6/2018,27/6/2018,5,2,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Β,ΌΧΙ,ΌΧΙ
ΧΑΝΙΩΝ,Χανίων,Χρυσή_Ακτή_Χανίων,GRBW139325108101, Μέσον ακτής,26/6/2018,11:57:00 πμ,26/6/2018,27/6/2018,7,1,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ελαφρά Κυματώδης,Β,ΌΧΙ,ΌΧΙ
ΧΑΝΙΩΝ,Χανίων,Άγιοι_Απόστολοι_–_ΕΟΤ Ανατολικά_Χανίων,GRBW139325118101, Μέσον ακτής,26/6/2018,12:13:00 μμ,26/6/2018,27/6/2018,4,10,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ελαφρά Κυματώδης,Β,ΌΧΙ,ΌΧΙ
ΧΑΝΙΩΝ,Χανίων,Άγιοι_Απόστολοι_–_ΕΟΤ Δυτικά_Χανίων,GRBW139325109101, Μέσον ακτής,26/6/2018,12:21:00 μμ,26/6/2018,27/6/2018,5,18,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ελαφρά Κυματώδης,Β,ΌΧΙ,ΌΧΙ
ΧΑΝΙΩΝ,Χανίων,Καλαμάκι_Χανίων,GRBW139325116101, 70 μ. από το βορειοδυτικό άκρο της ακτής,26/6/2018,12:28:00 μμ,26/6/2018,27/6/2018,8,5,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,Β,ΌΧΙ,ΌΧΙ
ΧΑΝΙΩΝ,Χανίων,Αγία_Μαρίνα_–_Στάλος_Χανίων,GRBW139325110101, 320 μ. από το δυτικό άκρο της ακτής,26/6/2018,1:42:00 μμ,26/6/2018,27/6/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ελαφρά Κυματώδης,Β,ΌΧΙ,ΌΧΙ
ΧΑΝΙΩΝ,Χανίων,Αγία_Μαρίνα_2_Χανίων,GRBW139325122101, 90 μ. από το δυτικό άκρο της ακτής,26/6/2018,1:51:00 μμ,26/6/2018,27/6/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ελαφρά Κυματώδης,Β,ΌΧΙ,ΌΧΙ
ΧΑΝΙΩΝ,Χανίων,Αγία_Μαρίνα_1_Χανίων,GRBW139325123101, 140 μ. από το νοτιοδυτικό άκρο της ακτής,26/6/2018,2:59:00 μμ,26/6/2018,27/6/2018,26,6,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ελαφρά Κυματώδης,Β,ΌΧΙ,ΌΧΙ
ΧΑΝΙΩΝ,Χανίων,Αγία_Μαρίνα_3_Χανίων,GRBW139325121101, 420 μ. από το ανατολικό άκρο της ακτής,26/6/2018,2:40:00 μμ,26/6/2018,27/6/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ελαφρά Κυματώδης,Β,ΌΧΙ,ΌΧΙ
ΧΑΝΙΩΝ,Χανίων,Ταρσανάς_Χανίων,GRBW139325168101, Μέσον ακτής,26/6/2018,10:29:00 πμ,26/6/2018,27/6/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ελαφρά Κυματώδης,Β,ΌΧΙ,ΌΧΙ
ΧΑΝΙΩΝ,Χανίων,Παχιά_Άμμος_Σταυρού Χανίων,GRBW139325169101, 70μ. από το ανατολικό άκρο της ακτής,26/6/2018,10:50:00 πμ,26/6/2018,27/6/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ελαφρά Κυματώδης,Β,ΌΧΙ,ΌΧΙ
ΧΑΝΙΩΝ,Πλατανιά,Γεράνι_–_Πλατανιάς Πλατανιά,GRBW139323083101, Μέσον ακτής,26/6/2018,2:20:00 μμ,26/6/2018,27/6/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ελαφρά Κυματώδης,Β,ΌΧΙ,ΌΧΙ
ΧΑΝΙΩΝ,Πλατανιά,Λιμανάκι_Πλατανιά Πλατανιά,GRBW139325119101, Δυτικό άκρο ακτής,26/6/2018,2:08:00 μμ,26/6/2018,27/6/2018,22,5,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ελαφρά Κυματώδης,Β,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Αγίου_Νικολάου,Άγιος_Νικόλαος_3 Αγίου_Νικολάου,GRBW139310022101, 17 μ. από το δυτικό άκρο της ακτής,27/6/2018,8:38:00 πμ,27/6/2018,28/6/2018,16,45,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΒΑ,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Αγίου_Νικολάου,Άγιος_Νικόλαος_1 Αγίου_Νικολάου,GRBW139310009101, 20 μ. από το βόρειο άκρο της ακτής,27/6/2018,8:50:00 πμ,27/6/2018,28/6/2018,2,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΒΑ,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Αγίου_Νικολάου,Άγιος_Νικόλαος_2 Αγίου_Νικολάου,GRBW139310026101, 60 μ. από το βόρειο άκρο της ακτής,27/6/2018,9:02:00 πμ,27/6/2018,28/6/2018,7,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΒΑ,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Αγίου_Νικολάου,Μιραμπέλλο Αγίου_Νικολάου,GRBW139310007101, 30 μ. από το νοτιοανατολικό άκρο της ακτής,27/6/2018,9:13:00 πμ,27/6/2018,28/6/2018,42,65,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΒΑ,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Αγίου_Νικολάου,Δημοτική_Ακτή_Χαβάνια_Αγίου_Νικολάου,GRBW139310035101, Μέσον ακτής,27/6/2018,9:20:00 πμ,27/6/2018,28/6/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΒΑ,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Αγίου_Νικολάου,Δημοτική_Ακτή Χαβάνια_Βόρεια Αγίου_Νικολάου,GRBW139310013101, 16 μ. από το νοτιοδυτικό άκρο της ακτής,27/6/2018,9:29:00 πμ,27/6/2018,28/6/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΒΑ,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Αγίου_Νικολάου,Πόρος_Αγίου_Νικολάου,GRBW139310036101, Μέσον ακτής,27/6/2018,9:50:00 πμ,27/6/2018,28/6/2018,3,14,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΒΑ,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Αγίου_Νικολάου,Ελούντα_1 Αγίου_Νικολάου,GRBW139310027101, Νότιο άκρο της ακτής,27/6/2018,10:02:00 πμ,27/6/2018,28/6/2018,30,75,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΒΑ,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Αγίου_Νικολάου,Πηγαδάκια_Ελούντα Αγίου_Νικολάου,GRBW139310020101, Μέσον ακτής,27/6/2018,10:17:00 πμ,27/6/2018,28/6/2018,15,48,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΒΑ,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Αγίου_Νικολάου,Πόρος_Βόρεια Αγίου_Νικολάου,GRBW139310028101, 17 μ. από το βόρειο άκρο της ακτής,27/6/2018,10:58:00 πμ,27/6/2018,28/6/2018,5,36,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΒΑ,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Αγίου_Νικολάου,Χιόνα Αγίου_Νικολάου,GRBW139310023101, 45 μ. από το νοτιοανατολικό άκρο της ακτής,27/6/2018,11:09:00 πμ,27/6/2018,28/6/2018,12,52,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΒΑ,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Αγίου_Νικολάου,Σχίσμα_Αγίου_Νικολάου,GRBW139310025101, 100 μ. από το βόρειο άκρο της ακτής,27/6/2018,11:20:00 πμ,27/6/2018,28/6/2018,8,2,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΒΑ,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Αγίου_Νικολάου,Ελούντα_2 Αγίου_Νικολάου,GRBW139310019101, 25 μ. από το βόρειο άκρο της ακτής,27/6/2018,11:31:00 πμ,27/6/2018,28/6/2018,12,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΒΑ,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Αγίου_Νικολάου,Δρηρός Αγίου_Νικολάου,GRBW139310011101, Μέσον ακτής,27/6/2018,11:42:00 πμ,27/6/2018,28/6/2018,10,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΒΑ,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Αγίου_Νικολάου,Πλάκα Αγίου_Νικολάου,GRBW139310024101, Μέσον ακτής,27/6/2018,12:05:00 μμ,27/6/2018,28/6/2018,0,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΒΑ,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Αγίου_Νικολάου,Μίλατος Αγίου_Νικολάου,GRBW139310032101, 57 μ. από το δυτικό άκρο της ακτής,27/6/2018,1:08:00 μμ,27/6/2018,28/6/2018,26,50,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ελαφρά Κυματώδης,ΒΑ,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Αγίου_Νικολάου,Μπούφου Αγίου_Νικολάου,GRBW139310033101, Μέσον ακτής,27/6/2018,1:29:00 μμ,27/6/2018,28/6/2018,15,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ελαφρά Κυματώδης,ΒΑ,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Αγίου_Νικολάου,Σίσυ_Λιμάνι Αγίου_Νικολάου,GRBW139310016101, Νότιο άκρο ακτής,27/6/2018,1:42:00 μμ,27/6/2018,28/6/2018,32,18,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΒΑ,ΌΧΙ,ΌΧΙ
ΛΑΣΙΘΙΟΥ,Αγίου_Νικολάου,Αγία_Βαρβάρα Αγίου Νικολάου,GRBW139310010101, Μέσον ακτής,27/6/2018,1:59:00 μμ,27/6/2018,28/6/2018,10,4,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ήρεμη,ΒΑ,ΌΧΙ,ΌΧΙ
ΡΕΘΥΜΝΟΥ,Αγίου_Βασιλείου,Σούδα Αγίου_Βασιλείου,GRBW139314004101, Μέσον ακτής,27/6/2018,8:24:00 πμ,27/6/2018,28/6/2018,5,0,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ελαφρά Κυματώδης,Β,ΌΧΙ,ΌΧΙ
ΡΕΘΥΜΝΟΥ,Αγίου_Βασιλείου,Πλακιάς_2 Αγίου_Βασιλείου,GRBW139314006101, 80 μ. από το νοτιοανατολικό άκρο της ακτής,27/6/2018,8:37:00 πμ,27/6/2018,28/6/2018,2,6,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ελαφρά Κυματώδης,Β,ΌΧΙ,ΌΧΙ
ΡΕΘΥΜΝΟΥ,Αγίου_Βασιλείου,Πλακιάς_1 Αγίου_Βασιλείου,GRBW139314001101, 420 μ. από το βορειοδυτικό άκρο της ακτής,27/6/2018,8:43:00 πμ,27/6/2018,28/6/2018,42,210,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ελαφρά Κυματώδης,Β,ΌΧΙ,ΌΧΙ
ΡΕΘΥΜΝΟΥ,Αγίου_Βασιλείου,Δαμνόνι Αγίου_Βασιλείου,GRBW139314003101, Μέσον ακτής,27/6/2018,8:54:00 πμ,27/6/2018,28/6/2018,60,98,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,ΟΧΙ,Ελαφρά Κυματώδης,Β,ΌΧΙ,ΌΧΙ
